pmid,title,abstract,journal,pub_date
42467982,Vitamin D supplementation is associated with reduced risk of hepatobiliary malignancy in patients with primary sclerosing cholangitis.,"Vitamin D deficiency has been implicated in cancer risk across several organ systems, but its role in hepatobiliary malignancy (HBM) remains unclear. We evaluated whether vitamin D supplementation (VDS) was associated with a lower risk of HBM specifically in patients with primary sclerosing cholangitis (PSC).",Hepatology communications,2026-Aug
42465743,Engineered Escherichia coli Nissle 1917 secreting anti-TNF-α nanobody as a single-strain live biotherapeutic for inflammatory bowel disease.,"The rising global incidence of inflammatory bowel disease (IBD) creates an urgent need for safer, gut-targeted therapies. Current treatments, from small-molecule drugs to systemic anti-tumor necrosis factor-alpha (TNF-α) biologics, are frequently limited by off-target immunosuppression, heightened infection risk, and poor mucosal bioavailability. Engineered probiotic-based live biotherapeutics offer a compelling alternative by enabling localized drug production within the inflamed intestine.",Frontiers in immunology,2026
42464896,Feasibility and Readiness for Scaling-Up Multiple Micronutrient Supplements in Nepal: A Qualitative Study Using the Expandnet Scaling-Up Framework.,"Micronutrient deficiencies in pregnancy remain a critical public health issue in Nepal, where iron-folic acid (IFA) supplementation alone has not fully addressed maternal and neonatal risks. Multiple micronutrient supplements (MMS) promise broader nutritional benefits; however, real-world guidance for their effective and equitable integration into routine maternal care is lacking. A qualitative study, guided by the ExpandNet scaling-up framework, was conducted from February to March 2025, includ...",Maternal & child nutrition,2026-Jul
42463768,Goldenberry (Physalis peruviana L.) juice inhibits foodborne pathogens while promoting probiotic bacterial growth.,"The antibacterial properties of goldenberry (Physalis peruviana L.) juice were investigated against foodborne pathogens, such as Escherichia coli, Pseudomonas aeruginosa, Staphylococcus aureus, and Listeria monocytogenes. At different time intervals (0, 24, 48, and 72 h), the growth inhibition of these pathogens was assessed in broths, skim milk, and whole milk supplemented with 10% goldenberry juice. The effects of juice on the development of L. plantarum, B. lactis Bb12, B. angulatum DSMZ 20,0...",Scientific reports,2026-Jul
42463603,Probiotics unveiled: bridging general health benefits to the era of precision medicine.,"Probiotics have long been recognized for their broad interests in regulating the immune system and promoting gut health. Recently, they have become a key component in the growing field of precision medicine. This review thoroughly examines the transition of probiotics from general health enhancers to advanced, targeted therapies designed to address the unique characteristics of different microbiomes, genetic profiles, and individual health statuses. It emphasizes various mechanisms by which prob...",World journal of microbiology & biotechnology,2026-Jul
42461923,Postbiotic effects of Enterococcus faecium JB00008 on gut health and IBD vaccination in broiler chickens.,"Feeding various probiotic lactic acid bacteria, including Enterococcus faecium, can alleviate intestinal inflammation and improve gut health in animals. Recently, postbiotics-non-living preparations derived from microbial cells or their metabolites-have gained attention. However, studies on the effects of these postbiotics on immune markers and changes in the gut microbiota of chickens are limited. In this study, we evaluated the effects of the probiotic strain E. faecium JB00008 on the chicken ...",PloS one,2026
42461420,Decoding the Applications of Microbial Metabolites: Insights into the Antibacterial Potential of Lactobacillus acidophilus Postbiotics.,"Postbiotics, bioactive metabolites produced by probiotic bacteria, have garnered attention for their diverse health benefits, particularly their antimicrobial properties. This study evaluates the antibacterial efficacy of lactic acid bacteria (LAB), selecting Lactobacillus acidophilus postbiotics as the most effective against various pathogenic microorganisms, and focusing on their potential use in topical formulations. In vitro assays were conducted to assess their antimicrobial activity, inclu...",Current microbiology,2026-Jul
42460759,From Network Analysis to Functional Nutraceutical Protection: Pistacia lentiscus L. Mitigates DMBA-Induced Liver Damage Through AhR/ARNT Pathway Regulation.,"Atmospheric pollution contributes to oxidative cellular damage and metabolic disorders due to hepatic metabolism of some toxins. In this study, we evaluated the in vitro antioxidant capacity of Pistacia lentiscus extract. Furthermore, the in vivo anti-inflammatory, antioxidant, and hepatoprotective effects were explored in DMBA-mice model. We also evaluated the systems-level characterization of gene networks associated with environmental response with genes regulated by the AhR/ARNT and HIF-2α/A...",Chemistry & biodiversity,2026-Jul
42458189,Human colostrum as a probiotic reservoir: a genomic insights into potential probiotic traits.,"Human colostrum is rich in a variety of nutrients and beneficial bacteria known to benefit host health. Whole genome sequencing was performed to explore the probiotic potential of six bacterial strains isolated from human colostrum, i.e., Staphylococcus haemolyticus, Micrococcus luteus, Micrococcus lylae, Staphylococcus warneri, and Bacillus altitudinis. The genome was completely annotated and characterized by various bioinformatics tools and databases, including RAST, eggNOG, KEGG, CAZy, antiSM...",Brazilian journal of microbiology : [publication of the Brazilian Society for Microbiology],2026-Jul
42457558,Adjunctive equol supplementation over 24 months for managing painful oral mucous membrane pemphigoid.,"This report describes a 74-year-old postmenopausal woman with painful oral mucous membrane pemphigoid and generalized periodontitis who, as an equol non-producer, received adjunctive equol supplementation for 24 months. During follow-up, gingival pain decreased, plaque control improved, and bleeding on probing decreased, accompanied by improvement in gingival inflammation and mucosal appearance. This case is notable because the effects of long-term (24-month) follow-up with adjunctive equol supp...",Journal of oral science,2026
